"zone","year","yrwgtsum","nonNAarea","yrwgtmean","yrsd","plot_with"
3,2012,146155528.485189,857782.750579558,170.3875816883,117.608857519738,"seaiceDays"
3,2013,161126220.727767,857782.750579558,187.840360066582,120.312044392849,"seaiceDays"
3,2014,157408773.230604,857782.750579558,183.506573341852,121.138175378337,"seaiceDays"
3,2015,170398354.536094,857782.750579558,198.649779820083,124.840704074822,"seaiceDays"
3,2016,127317588.20389,857782.750579558,148.426379660664,83.9127636929085,"seaiceDays"
3,2017,117369562.97255,857782.750579558,136.829008152996,108.01231023703,"seaiceDays"
3,2018,101824096.52084,857782.750579558,118.706160099445,95.0184757539196,"seaiceDays"
3,2019,134994661.943526,857782.750579558,157.376284207531,75.000742266558,"seaiceDays"
3,2020,134600201.75078,857782.750579558,156.916423954478,88.5017408774164,"seaiceDays"
3,2021,83580387.0395792,857782.750579558,97.4377101697468,72.948884590845,"seaiceDays"
3,2022,85383547.7107639,857782.750579558,99.539828299269,87.6513266495591,"seaiceDays"
3,2023,92151521.5800595,857782.750579558,107.429907535209,79.7314410516206,"seaiceDays"
3,2024,151576404.083674,857782.750579558,176.707218676597,74.4279727226623,"seaiceDays"
5,1998,90928088.4389024,946042.260180568,96.1141930610449,100.619987987855,"seaiceDays"
5,1999,64455267.2873615,946042.260180568,68.1314884126414,84.110877276537,"seaiceDays"
5,2000,82578965.2784098,946042.260180568,87.2888757238479,95.0015855293759,"seaiceDays"
5,2001,87449576.9890058,946042.260180568,92.437283903485,87.8276985391613,"seaiceDays"
5,2002,76694106.607472,946042.260180568,81.0683727731504,94.8960396753299,"seaiceDays"
5,2003,97885554.5057622,946042.260180568,103.468479819368,123.679470910885,"seaiceDays"
5,2004,95024475.374616,946042.260180568,100.444218376121,120.200277800896,"seaiceDays"
